id_jogador,id_time,nome_jogador,posicao,nacionalidade,data_nascimento
280896,4286,Davi Gomes,Atacante,Brazil,2005-06-06
12602,4287,Ivan,Goleiro,Brazil,1997-07-02
13394,4287,Marcelo Rangel,Goleiro,Brazil,1988-05-17
73445,4287,Ygor,Goleiro,Brazil,1994-04-15
278572,4287,João Victor,Goleiro,Brazil,2005-08-05
278605,4287,Marcos Alexandre,Goleiro,Brazil,2006-11-25
1441,4287,Marllon,Defensor,Brazil,1992-04-16
1465,4287,Yago Pikachu,Defensor,Brazil,1992-06-05
13899,4287,Léo Andrade,Defensor,Brazil,1998-04-18
19262,4287,Mayk,Defensor,Brazil,1999-08-31
83595,4287,Matheus Alexandre,Defensor,Brazil,1999-04-07
119621,4287,João Lucas,Defensor,Brazil,1998-03-09
169632,4287,Thalisson,Defensor,Brazil,2002-01-20
178754,4287,Cristian Tassano,Defensor,Uruguay,1996-07-23
180287,4287,Braian Cufré,Defensor,Argentina,1996-12-15
203721,4287,Marcelinho,Defensor,Brazil,1998-07-20
294995,4287,Kauan Garcia,Defensor,Brazil,2007-04-07
1582,4287,Patrick,Meio-campista,Brazil,1992-07-29
3738,4287,Víctor Cantillo,Meio-campista,Colombia,1991-10-15
11194,4287,Gabriel Taliari,Meio-campista,Brazil,1997-04-13
15992,4287,Panagiotis Tachtsidis,Meio-campista,Greece,1991-02-15
73778,4287,Zé Ricardo,Meio-campista,Brazil,1999-02-03
113224,4287,Leonel Picco,Meio-campista,Argentina,1999-10-22
139932,4287,Patrick de Paula,Meio-campista,Brazil,1999-09-08
147477,4287,Diego Hernández,Meio-campista,Uruguay,2000-06-22
154674,4287,Franco Catarozzi,Meio-campista,Uruguay,2000-04-02
168807,4287,Vitor Bueno,Meio-campista,Brazil,1994-09-05
168986,4287,Jose Welison,Meio-campista,Brazil,1995-03-11
181588,4287,Giovanni Fernando,Meio-campista,Brazil,1996-11-22
203325,4287,Freitas,Meio-campista,Brazil,2003-03-04
278702,4287,Adson,Meio-campista,Brazil,2005-02-04
292474,4287,Miguel Pereira,Meio-campista,Brazil,2006-02-05
292476,4287,Rafael,Meio-campista,Brazil,2006-03-11
12960,4287,Carlinhos,Atacante,Brazil,1997-02-12
37366,4287,João Pedro,Atacante,Portugal,1996-11-13
56082,4287,Gabriel Poveda,Atacante,Brazil,1998-07-07
90803,4287,Alef Manga,Atacante,Brazil,1994-11-29
113521,4287,Jáderson,Atacante,Brazil,2000-08-12
141427,4287,Eduardo Melo,Atacante,Brazil,2001-05-13
169720,4287,Jája Silva,Atacante,Brazil,1998-11-12
203696,4287,David Braga,Atacante,Brazil,2001-12-11
278662,4287,Tico,Atacante,Brazil,2006-09-21
291067,4287,Rafael Monti,Atacante,Argentina,1999-12-08
292209,4287,Filipe,Atacante,Brazil,2007-11-12
294115,4287,Andrés Moreno,Atacante,Colombia,2006-06-29
294997,4287,Kerlon Cruz,Atacante,Brazil,2006-04-20
8781,4287,Duplexe Tchamba,Zagueiro,Cameroon,1998-07-10
203323,4287,Kayki,Zagueiro,Brazil,2005-05-01
1432,4364,Walter,Goleiro,Brazil,1987-11-18
18166,4364,Georgemy,Goleiro,Brazil,1995-08-15
44810,4364,Alex Muralha,Goleiro,Brazil,1989-11-10
203727,4364,Lacerda,Goleiro,Brazil,2005-02-13
291157,4364,Thomazella,Goleiro,Brazil,1990-08-15
1181,4364,Victor Luis,Defensor,Brazil,1993-06-23
1340,4364,Reinaldo,Defensor,Brazil,1989-09-28
12931,4364,Daniel Borges,Defensor,Brazil,1993-03-23
13516,4364,Willian Machado,Defensor,Brazil,1996-11-13
18206,4364,Rodrigues,Defensor,Brazil,1997-10-10
103442,4364,João Victor,Defensor,Brazil,1997-09-02
181603,4364,Igor Formiga,Defensor,Brazil,1999-01-08
220659,4364,Luiz Fernando,Defensor,Brazil,2008-02-07
292400,4364,Marcelo Barbosa,Defensor,Brazil,2008-07-26
272,4364,Gabriel,Meio-campista,Brazil,1993-09-18
1348,4364,Shaylon,Meio-campista,Brazil,1997-04-27
13355,4364,Yuri,Meio-campista,Brazil,1994-04-20
18894,4364,Everton,Meio-campista,Brazil,1997-03-17
23363,4364,Lucas Mugni,Meio-campista,Argentina,1992-01-12
95982,4364,Alesson,Meio-campista,Brazil,1999-02-16
103163,4364,Chico,Meio-campista,Brazil,1991-05-16
103448,4364,Edson Carioca,Meio-campista,Brazil,1998-06-04
121909,4364,José Aldo,Meio-campista,Brazil,1998-07-25
179829,4364,Denilson Alves,Meio-campista,Brazil,2001-03-23
183580,4364,Carlos Eduardo,Meio-campista,Brazil,1989-10-17
292401,4364,Vinicius Bacchi,Meio-campista,Brazil,2007-07-12
294117,4364,Giovanni Pacheco,Meio-campista,Brazil,2006-07-19
1426,4364,Neto Moura,Atacante,Brazil,1996-08-06
1617,4364,Igor Cariús,Atacante,Brazil,1993-05-01
13116,4364,André Luis,Atacante,Brazil,1994-03-09
13939,4364,Nathan,Atacante,Brazil,1999-06-09
